"name"	"description"	"page"
"966"	"scanaria_homolog_goc_score"	"Common canary Gene-order conservation score"	"homologs"
"967"	"scanaria_homolog_wga_coverage"	"Common canary Whole-genome alignment coverage"	"homologs"
"968"	"scanaria_homolog_orthology_confidence"	"Common canary orthology confidence [0 low, 1 high]"	"homologs"
"969"	"ccarpio_homolog_ensembl_gene"	"Common carp gene stable ID"	"homologs"
"970"	"ccarpio_homolog_associated_gene_name"	"Common carp gene name"	"homologs"
"971"	"ccarpio_homolog_ensembl_peptide"	"Common carp protein or transcript stable ID"	"homologs"
"972"	"ccarpio_homolog_chromosome"	"Common carp chromosome/scaffold name"	"homologs"
"973"	"ccarpio_homolog_chrom_start"	"Common carp chromosome/scaffold start (bp)"	"homologs"
"974"	"ccarpio_homolog_chrom_end"	"Common carp chromosome/scaffold end (bp)"	"homologs"
"975"	"ccarpio_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"976"	"ccarpio_homolog_subtype"	"Last common ancestor with Common carp"	"homologs"
"977"	"ccarpio_homolog_orthology_type"	"Common carp homology type"	"homologs"
"978"	"ccarpio_homolog_perc_id"	"%id. target Common carp gene identical to query gene"	"homologs"
"979"	"ccarpio_homolog_perc_id_r1"	"%id. query gene identical to target Common carp gene"	"homologs"
"980"	"ccarpio_homolog_goc_score"	"Common carp Gene-order conservation score"	"homologs"
"981"	"ccarpio_homolog_wga_coverage"	"Common carp Whole-genome alignment coverage"	"homologs"
"982"	"ccarpio_homolog_orthology_confidence"	"Common carp orthology confidence [0 low, 1 high]"	"homologs"
"983"	"vursinus_homolog_ensembl_gene"	"Common wombat gene stable ID"	"homologs"
"984"	"vursinus_homolog_associated_gene_name"	"Common wombat gene name"	"homologs"
"985"	"vursinus_homolog_ensembl_peptide"	"Common wombat protein or transcript stable ID"	"homologs"
"986"	"vursinus_homolog_chromosome"	"Common wombat chromosome/scaffold name"	"homologs"
"987"	"vursinus_homolog_chrom_start"	"Common wombat chromosome/scaffold start (bp)"	"homologs"
"988"	"vursinus_homolog_chrom_end"	"Common wombat chromosome/scaffold end (bp)"	"homologs"
"989"	"vursinus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"990"	"vursinus_homolog_subtype"	"Last common ancestor with Common wombat"	"homologs"
"991"	"vursinus_homolog_orthology_type"	"Common wombat homology type"	"homologs"
"992"	"vursinus_homolog_perc_id"	"%id. target Common wombat gene identical to query gene"	"homologs"
"993"	"vursinus_homolog_perc_id_r1"	"%id. query gene identical to target Common wombat gene"	"homologs"
"994"	"vursinus_homolog_goc_score"	"Common wombat Gene-order conservation score"	"homologs"
"995"	"vursinus_homolog_wga_coverage"	"Common wombat Whole-genome alignment coverage"	"homologs"
"996"	"vursinus_homolog_orthology_confidence"	"Common wombat orthology confidence [0 low, 1 high]"	"homologs"
"997"	"pcoquereli_homolog_ensembl_gene"	"Coquerel's sifaka gene stable ID"	"homologs"
"998"	"pcoquereli_homolog_associated_gene_name"	"Coquerel's sifaka gene name"	"homologs"
"999"	"pcoquereli_homolog_ensembl_peptide"	"Coquerel's sifaka protein or transcript stable ID"	"homologs"
"1000"	"pcoquereli_homolog_chromosome"	"Coquerel's sifaka chromosome/scaffold name"	"homologs"
"1001"	"pcoquereli_homolog_chrom_start"	"Coquerel's sifaka chromosome/scaffold start (bp)"	"homologs"
"1002"	"pcoquereli_homolog_chrom_end"	"Coquerel's sifaka chromosome/scaffold end (bp)"	"homologs"
"1003"	"pcoquereli_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1004"	"pcoquereli_homolog_subtype"	"Last common ancestor with Coquerel's sifaka"	"homologs"
"1005"	"pcoquereli_homolog_orthology_type"	"Coquerel's sifaka homology type"	"homologs"
"1006"	"pcoquereli_homolog_perc_id"	"%id. target Coquerel's sifaka gene identical to query gene"	"homologs"
"1007"	"pcoquereli_homolog_perc_id_r1"	"%id. query gene identical to target Coquerel's sifaka gene"	"homologs"
"1008"	"pcoquereli_homolog_goc_score"	"Coquerel's sifaka Gene-order conservation score"	"homologs"
"1009"	"pcoquereli_homolog_wga_coverage"	"Coquerel's sifaka Whole-genome alignment coverage"	"homologs"
"1010"	"pcoquereli_homolog_orthology_confidence"	"Coquerel's sifaka orthology confidence [0 low, 1 high]"	"homologs"
"1011"	"btaurus_homolog_ensembl_gene"	"Cow gene stable ID"	"homologs"
"1012"	"btaurus_homolog_associated_gene_name"	"Cow gene name"	"homologs"
"1013"	"btaurus_homolog_ensembl_peptide"	"Cow protein or transcript stable ID"	"homologs"
"1014"	"btaurus_homolog_chromosome"	"Cow chromosome/scaffold name"	"homologs"
"1015"	"btaurus_homolog_chrom_start"	"Cow chromosome/scaffold start (bp)"	"homologs"
"1016"	"btaurus_homolog_chrom_end"	"Cow chromosome/scaffold end (bp)"	"homologs"
"1017"	"btaurus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1018"	"btaurus_homolog_subtype"	"Last common ancestor with Cow"	"homologs"
"1019"	"btaurus_homolog_orthology_type"	"Cow homology type"	"homologs"
"1020"	"btaurus_homolog_perc_id"	"%id. target Cow gene identical to query gene"	"homologs"
"1021"	"btaurus_homolog_perc_id_r1"	"%id. query gene identical to target Cow gene"	"homologs"
"1022"	"btaurus_homolog_goc_score"	"Cow Gene-order conservation score"	"homologs"
"1023"	"btaurus_homolog_wga_coverage"	"Cow Whole-genome alignment coverage"	"homologs"
"1024"	"btaurus_homolog_orthology_confidence"	"Cow orthology confidence [0 low, 1 high]"	"homologs"
"1025"	"mfascicularis_homolog_ensembl_gene"	"Crab-eating macaque gene stable ID"	"homologs"
"1026"	"mfascicularis_homolog_associated_gene_name"	"Crab-eating macaque gene name"	"homologs"
"1027"	"mfascicularis_homolog_ensembl_peptide"	"Crab-eating macaque protein or transcript stable ID"	"homologs"
"1028"	"mfascicularis_homolog_chromosome"	"Crab-eating macaque chromosome/scaffold name"	"homologs"
"1029"	"mfascicularis_homolog_chrom_start"	"Crab-eating macaque chromosome/scaffold start (bp)"	"homologs"
"1030"	"mfascicularis_homolog_chrom_end"	"Crab-eating macaque chromosome/scaffold end (bp)"	"homologs"
"1031"	"mfascicularis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1032"	"mfascicularis_homolog_subtype"	"Last common ancestor with Crab-eating macaque"	"homologs"
"1033"	"mfascicularis_homolog_orthology_type"	"Crab-eating macaque homology type"	"homologs"
"1034"	"mfascicularis_homolog_perc_id"	"%id. target Crab-eating macaque gene identical to query gene"	"homologs"
"1035"	"mfascicularis_homolog_perc_id_r1"	"%id. query gene identical to target Crab-eating macaque gene"	"homologs"
"1036"	"mfascicularis_homolog_goc_score"	"Crab-eating macaque Gene-order conservation score"	"homologs"
"1037"	"mfascicularis_homolog_wga_coverage"	"Crab-eating macaque Whole-genome alignment coverage"	"homologs"
"1038"	"mfascicularis_homolog_orthology_confidence"	"Crab-eating macaque orthology confidence [0 low, 1 high]"	"homologs"
"1039"	"fdamarensis_homolog_ensembl_gene"	"Damara mole rat gene stable ID"	"homologs"
"1040"	"fdamarensis_homolog_associated_gene_name"	"Damara mole rat gene name"	"homologs"
"1041"	"fdamarensis_homolog_ensembl_peptide"	"Damara mole rat protein or transcript stable ID"	"homologs"
"1042"	"fdamarensis_homolog_chromosome"	"Damara mole rat chromosome/scaffold name"	"homologs"
"1043"	"fdamarensis_homolog_chrom_start"	"Damara mole rat chromosome/scaffold start (bp)"	"homologs"
"1044"	"fdamarensis_homolog_chrom_end"	"Damara mole rat chromosome/scaffold end (bp)"	"homologs"
"1045"	"fdamarensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1046"	"fdamarensis_homolog_subtype"	"Last common ancestor with Damara mole rat"	"homologs"
"1047"	"fdamarensis_homolog_orthology_type"	"Damara mole rat homology type"	"homologs"
"1048"	"fdamarensis_homolog_perc_id"	"%id. target Damara mole rat gene identical to query gene"	"homologs"
"1049"	"fdamarensis_homolog_perc_id_r1"	"%id. query gene identical to target Damara mole rat gene"	"homologs"
"1050"	"fdamarensis_homolog_goc_score"	"Damara mole rat Gene-order conservation score"	"homologs"
"1051"	"fdamarensis_homolog_wga_coverage"	"Damara mole rat Whole-genome alignment coverage"	"homologs"
"1052"	"fdamarensis_homolog_orthology_confidence"	"Damara mole rat orthology confidence [0 low, 1 high]"	"homologs"
"1053"	"jhyemalis_homolog_ensembl_gene"	"Dark-eyed junco gene stable ID"	"homologs"
"1054"	"jhyemalis_homolog_associated_gene_name"	"Dark-eyed junco gene name"	"homologs"
"1055"	"jhyemalis_homolog_ensembl_peptide"	"Dark-eyed junco protein or transcript stable ID"	"homologs"
"1056"	"jhyemalis_homolog_chromosome"	"Dark-eyed junco chromosome/scaffold name"	"homologs"
"1057"	"jhyemalis_homolog_chrom_start"	"Dark-eyed junco chromosome/scaffold start (bp)"	"homologs"
"1058"	"jhyemalis_homolog_chrom_end"	"Dark-eyed junco chromosome/scaffold end (bp)"	"homologs"
"1059"	"jhyemalis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1060"	"jhyemalis_homolog_subtype"	"Last common ancestor with Dark-eyed junco"	"homologs"
"1061"	"jhyemalis_homolog_orthology_type"	"Dark-eyed junco homology type"	"homologs"
"1062"	"jhyemalis_homolog_perc_id"	"%id. target Dark-eyed junco gene identical to query gene"	"homologs"
"1063"	"jhyemalis_homolog_perc_id_r1"	"%id. query gene identical to target Dark-eyed junco gene"	"homologs"
"1064"	"jhyemalis_homolog_goc_score"	"Dark-eyed junco Gene-order conservation score"	"homologs"
"1065"	"jhyemalis_homolog_wga_coverage"	"Dark-eyed junco Whole-genome alignment coverage"	"homologs"
"1066"	"jhyemalis_homolog_orthology_confidence"	"Dark-eyed junco orthology confidence [0 low, 1 high]"	"homologs"
"1067"	"odegus_homolog_ensembl_gene"	"Degu gene stable ID"	"homologs"
"1068"	"odegus_homolog_associated_gene_name"	"Degu gene name"	"homologs"
"1069"	"odegus_homolog_ensembl_peptide"	"Degu protein or transcript stable ID"	"homologs"
"1070"	"odegus_homolog_chromosome"	"Degu chromosome/scaffold name"	"homologs"
"1071"	"odegus_homolog_chrom_start"	"Degu chromosome/scaffold start (bp)"	"homologs"
"1072"	"odegus_homolog_chrom_end"	"Degu chromosome/scaffold end (bp)"	"homologs"
"1073"	"odegus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1074"	"odegus_homolog_subtype"	"Last common ancestor with Degu"	"homologs"
"1075"	"odegus_homolog_orthology_type"	"Degu homology type"	"homologs"
"1076"	"odegus_homolog_perc_id"	"%id. target Degu gene identical to query gene"	"homologs"
"1077"	"odegus_homolog_perc_id_r1"	"%id. query gene identical to target Degu gene"	"homologs"
"1078"	"odegus_homolog_goc_score"	"Degu Gene-order conservation score"	"homologs"
"1079"	"odegus_homolog_wga_coverage"	"Degu Whole-genome alignment coverage"	"homologs"
"1080"	"odegus_homolog_orthology_confidence"	"Degu orthology confidence [0 low, 1 high]"	"homologs"
"1081"	"dclupeoides_homolog_ensembl_gene"	"Denticle herring gene stable ID"	"homologs"
"1082"	"dclupeoides_homolog_associated_gene_name"	"Denticle herring gene name"	"homologs"
"1083"	"dclupeoides_homolog_ensembl_peptide"	"Denticle herring protein or transcript stable ID"	"homologs"
"1084"	"dclupeoides_homolog_chromosome"	"Denticle herring chromosome/scaffold name"	"homologs"
"1085"	"dclupeoides_homolog_chrom_start"	"Denticle herring chromosome/scaffold start (bp)"	"homologs"
"1086"	"dclupeoides_homolog_chrom_end"	"Denticle herring chromosome/scaffold end (bp)"	"homologs"
"1087"	"dclupeoides_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1088"	"dclupeoides_homolog_subtype"	"Last common ancestor with Denticle herring"	"homologs"
"1089"	"dclupeoides_homolog_orthology_type"	"Denticle herring homology type"	"homologs"
"1090"	"dclupeoides_homolog_perc_id"	"%id. target Denticle herring gene identical to query gene"	"homologs"
"1091"	"dclupeoides_homolog_perc_id_r1"	"%id. query gene identical to target Denticle herring gene"	"homologs"
"1092"	"dclupeoides_homolog_goc_score"	"Denticle herring Gene-order conservation score"	"homologs"
"1093"	"dclupeoides_homolog_wga_coverage"	"Denticle herring Whole-genome alignment coverage"	"homologs"
"1094"	"dclupeoides_homolog_orthology_confidence"	"Denticle herring orthology confidence [0 low, 1 high]"	"homologs"
"1095"	"cldingo_homolog_ensembl_gene"	"Dingo gene stable ID"	"homologs"
"1096"	"cldingo_homolog_associated_gene_name"	"Dingo gene name"	"homologs"
"1097"	"cldingo_homolog_ensembl_peptide"	"Dingo protein or transcript stable ID"	"homologs"
"1098"	"cldingo_homolog_chromosome"	"Dingo chromosome/scaffold name"	"homologs"
"1099"	"cldingo_homolog_chrom_start"	"Dingo chromosome/scaffold start (bp)"	"homologs"
"1100"	"cldingo_homolog_chrom_end"	"Dingo chromosome/scaffold end (bp)"	"homologs"
"1101"	"cldingo_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1102"	"cldingo_homolog_subtype"	"Last common ancestor with Dingo"	"homologs"
"1103"	"cldingo_homolog_orthology_type"	"Dingo homology type"	"homologs"
"1104"	"cldingo_homolog_perc_id"	"%id. target Dingo gene identical to query gene"	"homologs"
"1105"	"cldingo_homolog_perc_id_r1"	"%id. query gene identical to target Dingo gene"	"homologs"
"1106"	"cldingo_homolog_goc_score"	"Dingo Gene-order conservation score"	"homologs"
"1107"	"cldingo_homolog_wga_coverage"	"Dingo Whole-genome alignment coverage"	"homologs"
"1108"	"cldingo_homolog_orthology_confidence"	"Dingo orthology confidence [0 low, 1 high]"	"homologs"
"1109"	"clfamiliaris_homolog_ensembl_gene"	"Dog gene stable ID"	"homologs"
"1110"	"clfamiliaris_homolog_associated_gene_name"	"Dog gene name"	"homologs"
"1111"	"clfamiliaris_homolog_ensembl_peptide"	"Dog protein or transcript stable ID"	"homologs"
"1112"	"clfamiliaris_homolog_chromosome"	"Dog chromosome/scaffold name"	"homologs"
"1113"	"clfamiliaris_homolog_chrom_start"	"Dog chromosome/scaffold start (bp)"	"homologs"
"1114"	"clfamiliaris_homolog_chrom_end"	"Dog chromosome/scaffold end (bp)"	"homologs"
"1115"	"clfamiliaris_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1116"	"clfamiliaris_homolog_subtype"	"Last common ancestor with Dog"	"homologs"
"1117"	"clfamiliaris_homolog_orthology_type"	"Dog homology type"	"homologs"
"1118"	"clfamiliaris_homolog_perc_id"	"%id. target Dog gene identical to query gene"	"homologs"
"1119"	"clfamiliaris_homolog_perc_id_r1"	"%id. query gene identical to target Dog gene"	"homologs"
"1120"	"clfamiliaris_homolog_goc_score"	"Dog Gene-order conservation score"	"homologs"
"1121"	"clfamiliaris_homolog_wga_coverage"	"Dog Whole-genome alignment coverage"	"homologs"
"1122"	"clfamiliaris_homolog_orthology_confidence"	"Dog orthology confidence [0 low, 1 high]"	"homologs"
"1123"	"ttruncatus_homolog_ensembl_gene"	"Dolphin gene stable ID"	"homologs"
"1124"	"ttruncatus_homolog_associated_gene_name"	"Dolphin gene name"	"homologs"
"1125"	"ttruncatus_homolog_ensembl_peptide"	"Dolphin protein or transcript stable ID"	"homologs"
"1126"	"ttruncatus_homolog_chromosome"	"Dolphin chromosome/scaffold name"	"homologs"
"1127"	"ttruncatus_homolog_chrom_start"	"Dolphin chromosome/scaffold start (bp)"	"homologs"
"1128"	"ttruncatus_homolog_chrom_end"	"Dolphin chromosome/scaffold end (bp)"	"homologs"
"1129"	"ttruncatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1130"	"ttruncatus_homolog_subtype"	"Last common ancestor with Dolphin"	"homologs"
"1131"	"ttruncatus_homolog_orthology_type"	"Dolphin homology type"	"homologs"
"1132"	"ttruncatus_homolog_perc_id"	"%id. target Dolphin gene identical to query gene"	"homologs"
"1133"	"ttruncatus_homolog_perc_id_r1"	"%id. query gene identical to target Dolphin gene"	"homologs"
"1134"	"ttruncatus_homolog_goc_score"	"Dolphin Gene-order conservation score"	"homologs"
"1135"	"ttruncatus_homolog_wga_coverage"	"Dolphin Whole-genome alignment coverage"	"homologs"
"1136"	"ttruncatus_homolog_orthology_confidence"	"Dolphin orthology confidence [0 low, 1 high]"	"homologs"
"1137"	"bgrunniens_homolog_ensembl_gene"	"Domestic yak gene stable ID"	"homologs"
"1138"	"bgrunniens_homolog_associated_gene_name"	"Domestic yak gene name"	"homologs"
"1139"	"bgrunniens_homolog_ensembl_peptide"	"Domestic yak protein or transcript stable ID"	"homologs"
"1140"	"bgrunniens_homolog_chromosome"	"Domestic yak chromosome/scaffold name"	"homologs"
"1141"	"bgrunniens_homolog_chrom_start"	"Domestic yak chromosome/scaffold start (bp)"	"homologs"
"1142"	"bgrunniens_homolog_chrom_end"	"Domestic yak chromosome/scaffold end (bp)"	"homologs"
"1143"	"bgrunniens_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"1144"	"bgrunniens_homolog_subtype"	"Last common ancestor with Domestic yak"	"homologs"
"1145"	"bgrunniens_homolog_orthology_type"	"Domestic yak homology type"	"homologs"
"1146"	"bgrunniens_homolog_perc_id"	"%id. target Domestic yak gene identical to query gene"	"homologs"
"1147"	"bgrunniens_homolog_perc_id_r1"	"%id. query gene identical to target Domestic yak gene"	"homologs"
"1148"	"bgrunniens_homolog_goc_score"	"Domestic yak Gene-order conservation score"	"homologs"
"1149"	"bgrunniens_homolog_wga_coverage"	"Domestic yak Whole-genome alignment coverage"	"homologs"
"1150"	"bgrunniens_homolog_orthology_confidence"	"Domestic yak orthology confidence [0 low, 1 high]"	"homologs"
"1151"	"eaasinus_homolog_ensembl_gene"	"Donkey gene stable ID"	"homologs"
"1152"	"eaasinus_homolog_associated_gene_name"	"Donkey gene name"	"homologs"
"1153"	"eaasinus_homolog_ensembl_peptide"	"Donkey protein or transcript stable ID"	"homologs"
"1154"	"eaasinus_homolog_chromosome"	"Donkey chromosome/scaffold name"	"homologs"
"1155"	"eaasinus_homolog_chrom_start"	"Donkey chromosome/scaffold start (bp)"	"homologs"
